,date_orig_id,AWND,PRCP,SNOW,SNWD,TAVG
412,2020-01-09-EWR,38.0,0.0,0.0,0.0,-17.0
413,2020-01-09-BOS,59.0,0.0,0.0,0.0,-16.0
414,2020-01-09-MKE,80.0,15.0,0.0,0.0,3.0
415,2020-01-09-MSP,53.0,0.0,0.0,80.0,-51.0
416,2020-01-09-HNL,85.0,5.0,0.0,0.0,241.0
417,2020-01-09-LAS,62.0,0.0,0.0,0.0,14.0
418,2020-01-09-LAX,34.0,0.0,0.0,0.0,139.0
419,2020-01-09-PHX,34.0,0.0,0.0,0.0,124.0
420,2020-01-09-SAN,35.0,13.0,0.0,0.0,152.0
421,2020-01-09-OAK,40.0,43.0,0.0,0.0,97.0
422,2020-01-09-SFO,44.0,38.0,0.0,0.0,115.0
423,2020-01-09-SJC,39.0,18.0,0.0,0.0,100.0
424,2020-01-09-SLC,30.0,20.0,20.0,0.0,18.0
425,2020-01-09-PDX,20.0,0.0,0.0,0.0,42.0
426,2020-01-09-SEA,18.0,15.0,0.0,0.0,22.0
427,2020-01-09-IND,39.0,23.0,0.0,0.0,50.5
428,2020-01-09-RSW,40.0,0.0,0.0,0.0,141.5
429,2020-01-09-DEN,31.0,0.0,0.0,0.0,11.5
430,2020-01-09-SNA,23.0,0.0,0.0,0.0,141.5
431,2020-01-09-SMF,34.0,122.0,0.0,0.0,75.0
432,2020-01-09-BWI,17.0,0.0,0.0,0.0,-6.0
433,2020-01-09-IAD,31.0,0.0,0.0,0.0,-3.0
434,2020-01-09-CVG,59.0,0.0,0.0,0.0,31.0
435,2020-01-09-CMH,30.0,0.0,0.0,0.0,105.5
436,2020-01-09-PHL,25.0,0.0,0.0,0.0,-7.5
437,2020-01-09-JFK,50.0,0.0,0.0,0.0,-17.0
438,2020-01-09-PIT,28.0,0.0,0.0,0.0,-37.0
439,2020-01-09-ORD,72.0,5.0,0.0,0.0,0.0
440,2020-01-09-DTW,51.0,0.0,0.0,30.0,-39.0
441,2020-01-10-DFW,68.0,373.0,0.0,0.0,197.0
442,2020-01-10-CLE,74.0,140.0,0.0,0.0,103.0
443,2020-01-10-MCO,45.0,0.0,0.0,0.0,211.0
444,2020-01-10-MIA,95.0,0.0,0.0,0.0,248.0
445,2020-01-10-TPA,59.0,0.0,0.0,0.0,224.0
446,2020-01-10-FLL,102.0,0.0,0.0,0.0,241.0
447,2020-01-10-MSY,67.0,43.0,0.0,0.0,218.0
448,2020-01-10-HOU,92.0,8.0,0.0,0.0,223.0
449,2020-01-10-SAT,60.0,107.0,0.0,0.0,217.0
450,2020-01-10-IAH,81.0,48.0,0.0,0.0,226.0
451,2020-01-10-RDU,20.0,0.0,0.0,0.0,93.0
452,2020-01-10-DCA,40.0,0.0,0.0,0.0,52.0
453,2020-01-10-ATL,46.0,0.0,0.0,0.0,142.0
454,2020-01-10-CLT,21.0,0.0,0.0,0.0,105.0
455,2020-01-10-BNA,70.0,18.0,0.0,0.0,163.0
456,2020-01-10-AUS,68.0,109.0,0.0,0.0,223.0
457,2020-01-10-DAL,52.0,279.0,0.0,0.0,201.0
458,2020-01-10-MCI,52.0,221.0,0.0,0.0,17.5
459,2020-01-10-STL,51.0,549.0,0.0,0.0,132.0
460,2020-01-10-LGA,42.0,0.0,0.0,0.0,45.0
461,2020-01-10-EWR,38.0,0.0,0.0,0.0,35.0
462,2020-01-10-BOS,62.0,0.0,0.0,0.0,32.0
463,2020-01-10-MKE,47.0,119.0,0.0,0.0,62.0
464,2020-01-10-MSP,53.0,0.0,0.0,80.0,-57.0
465,2020-01-10-HNL,77.0,48.0,0.0,0.0,239.0
466,2020-01-10-LAS,43.0,0.0,0.0,0.0,-49.5
467,2020-01-10-LAX,22.0,0.0,0.0,0.0,137.0
468,2020-01-10-PHX,26.0,0.0,0.0,0.0,117.0
469,2020-01-10-SAN,15.0,0.0,0.0,0.0,131.0
470,2020-01-10-OAK,26.0,0.0,0.0,0.0,88.5
471,2020-01-10-SFO,24.0,0.0,0.0,0.0,92.0
472,2020-01-10-SJC,17.0,0.0,0.0,0.0,94.5
473,2020-01-10-SLC,25.0,3.0,5.0,0.0,-10.0
474,2020-01-10-PDX,58.0,104.0,0.0,0.0,55.0
475,2020-01-10-SEA,58.0,127.0,0.0,0.0,34.0
476,2020-01-10-IND,35.0,340.0,0.0,0.0,100.0
477,2020-01-10-RSW,45.0,0.0,0.0,0.0,194.5
478,2020-01-10-DEN,33.0,0.0,0.0,0.0,-46.5
479,2020-01-10-SNA,14.0,0.0,0.0,0.0,136.0
480,2020-01-10-SMF,33.0,0.0,0.0,0.0,61.5
481,2020-01-10-BWI,17.0,0.0,0.0,0.0,47.0
482,2020-01-10-IAD,36.0,0.0,0.0,0.0,48.0
483,2020-01-10-CVG,41.0,180.0,0.0,0.0,118.0
484,2020-01-10-CMH,41.0,0.0,0.0,0.0,183.5
485,2020-01-10-PHL,18.0,0.0,0.0,0.0,59.0
486,2020-01-10-JFK,35.0,0.0,0.0,0.0,39.0
487,2020-01-10-PIT,23.0,36.0,0.0,0.0,81.0
488,2020-01-10-ORD,51.0,213.0,0.0,0.0,79.0
489,2020-01-10-DTW,43.0,81.0,0.0,0.0,78.0
490,2020-01-11-DFW,61.0,18.0,5.0,0.0,59.0
491,2020-01-11-CLE,63.0,25.0,0.0,0.0,127.5
492,2020-01-11-MCO,48.0,3.0,0.0,0.0,240.0
493,2020-01-11-MIA,74.0,5.0,0.0,0.0,256.0
494,2020-01-11-TPA,52.0,0.0,0.0,0.0,241.0
495,2020-01-11-FLL,86.0,10.0,0.0,0.0,251.0
496,2020-01-11-MSY,51.0,152.0,0.0,0.0,223.0
497,2020-01-11-HOU,49.0,249.0,0.0,0.0,160.0
498,2020-01-11-SAT,40.0,0.0,0.0,0.0,143.0
499,2020-01-11-IAH,47.0,234.0,0.0,0.0,162.0
500,2020-01-11-RDU,58.0,5.0,0.0,0.0,178.0
501,2020-01-11-DCA,61.0,0.0,0.0,0.0,142.0
502,2020-01-11-ATL,64.0,325.0,0.0,0.0,181.0
503,2020-01-11-CLT,72.0,142.0,0.0,0.0,167.0
504,2020-01-11-BNA,71.0,384.0,0.0,0.0,179.0
505,2020-01-11-AUS,41.0,5.0,0.0,0.0,139.0
506,2020-01-11-DAL,63.0,20.0,0.0,0.0,69.0
507,2020-01-11-MCI,38.0,20.0,0.0,0.0,-68.0
508,2020-01-11-STL,52.0,358.0,64.0,0.0,63.0
509,2020-01-11-LGA,46.0,0.0,0.0,0.0,127.0
510,2020-01-11-EWR,55.0,0.0,0.0,0.0,142.0
511,2020-01-11-BOS,81.0,0.0,0.0,0.0,139.0
512,2020-01-11-MKE,98.0,61.0,46.0,0.0,5.0
513,2020-01-11-MSP,46.0,0.0,0.0,80.0,-133.0
514,2020-01-11-HNL,62.0,15.0,0.0,0.0,244.0
515,2020-01-11-LAS,51.0,0.0,0.0,0.0,-16.0
516,2020-01-11-LAX,23.0,0.0,0.0,0.0,133.0
517,2020-01-11-PHX,22.0,0.0,0.0,0.0,107.0
518,2020-01-11-SAN,16.0,0.0,0.0,0.0,122.0
519,2020-01-11-OAK,26.0,8.0,0.0,0.0,103.0
520,2020-01-11-SFO,47.0,8.0,0.0,0.0,112.0
521,2020-01-11-SJC,26.0,3.0,0.0,0.0,97.5
522,2020-01-11-SLC,34.0,13.0,18.0,0.0,-6.0
523,2020-01-11-PDX,51.0,48.0,0.0,0.0,78.0
524,2020-01-11-SEA,65.0,23.0,0.0,0.0,68.0
525,2020-01-11-IND,45.0,267.0,0.0,0.0,100.0
526,2020-01-11-RSW,70.0,175.0,0.0,0.0,205.5
527,2020-01-11-DEN,27.0,0.0,0.0,0.0,-19.0
528,2020-01-11-SNA,23.0,0.0,0.0,0.0,130.5
529,2020-01-11-SMF,29.0,3.0,0.0,0.0,91.5
530,2020-01-11-BWI,37.0,0.0,0.0,0.0,129.0
531,2020-01-11-IAD,57.0,3.0,0.0,0.0,148.0
532,2020-01-11-CVG,82.0,173.0,0.0,0.0,154.0
533,2020-01-11-CMH,52.0,373.0,0.0,0.0,205.5
534,2020-01-11-PHL,31.0,0.0,0.0,0.0,155.5
535,2020-01-11-JFK,80.0,0.0,0.0,0.0,100.0
536,2020-01-11-PIT,46.0,20.0,0.0,0.0,148.0
537,2020-01-11-ORD,112.0,94.0,53.0,0.0,13.0
538,2020-01-11-DTW,60.0,523.0,0.0,0.0,78.0
539,2020-01-12-DFW,40.0,0.0,0.0,0.0,35.0
540,2020-01-12-CLE,62.0,5.0,0.0,0.0,81.0
541,2020-01-12-MCO,31.0,5.0,0.0,0.0,239.0
542,2020-01-12-MIA,61.0,0.0,0.0,0.0,256.0
543,2020-01-12-TPA,23.0,0.0,0.0,0.0,236.0
544,2020-01-12-FLL,70.0,8.0,0.0,0.0,250.0
545,2020-01-12-MSY,26.0,13.0,0.0,0.0,137.0
546,2020-01-12-HOU,30.0,0.0,0.0,0.0,82.0
547,2020-01-12-SAT,12.0,0.0,0.0,0.0,92.0
548,2020-01-12-IAH,26.0,0.0,0.0,0.0,59.0
549,2020-01-12-RDU,41.0,79.0,0.0,0.0,198.0
550,2020-01-12-DCA,54.0,97.0,0.0,0.0,187.0
551,2020-01-12-ATL,19.0,0.0,0.0,0.0,154.0
552,2020-01-12-CLT,38.0,0.0,0.0,0.0,189.0
553,2020-01-12-BNA,17.0,0.0,0.0,0.0,88.0
554,2020-01-12-AUS,15.0,0.0,0.0,0.0,61.0
555,2020-01-12-DAL,38.0,0.0,0.0,0.0,50.0
556,2020-01-12-MCI,26.0,0.0,0.0,0.0,-33.0
557,2020-01-12-STL,38.0,0.0,0.0,80.0,-20.0
558,2020-01-12-LGA,73.0,15.0,0.0,0.0,157.0
559,2020-01-12-EWR,88.0,10.0,0.0,0.0,181.0
560,2020-01-12-BOS,93.0,5.0,0.0,0.0,187.0
561,2020-01-12-MKE,30.0,18.0,20.0,50.0,-42.0
562,2020-01-12-MSP,38.0,28.0,20.0,80.0,-101.0
563,2020-01-12-HNL,46.0,142.0,0.0,0.0,242.0
564,2020-01-12-LAS,60.0,0.0,0.0,0.0,11.5
565,2020-01-12-LAX,25.0,0.0,0.0,0.0,133.0
566,2020-01-12-PHX,21.0,0.0,0.0,0.0,106.0
567,2020-01-12-SAN,17.0,0.0,0.0,0.0,143.0
568,2020-01-12-OAK,25.0,0.0,0.0,0.0,80.5
569,2020-01-12-SFO,35.0,3.0,0.0,0.0,97.0
570,2020-01-12-SJC,18.0,0.0,0.0,0.0,78.0
571,2020-01-12-SLC,27.0,30.0,66.0,50.0,-2.0
572,2020-01-12-PDX,60.0,66.0,0.0,0.0,66.0
573,2020-01-12-SEA,68.0,46.0,0.0,0.0,53.0
574,2020-01-12-IND,22.0,5.0,0.0,0.0,17.0
575,2020-01-12-RSW,21.0,0.0,0.0,0.0,197.0
576,2020-01-12-DEN,25.0,0.0,0.0,0.0,-16.0
577,2020-01-12-SNA,13.0,0.0,0.0,0.0,136.0
578,2020-01-12-SMF,32.0,0.0,0.0,0.0,64.0
579,2020-01-12-BWI,50.0,74.0,0.0,0.0,191.0
580,2020-01-12-IAD,49.0,97.0,0.0,0.0,182.0
581,2020-01-12-CVG,30.0,0.0,0.0,0.0,61.0
582,2020-01-12-CMH,4.0,5.0,0.0,0.0,156.0
583,2020-01-12-PHL,63.0,41.0,0.0,0.0,144.5
584,2020-01-12-JFK,89.0,8.0,0.0,0.0,143.0
585,2020-01-12-PIT,50.0,0.0,0.0,0.0,97.0
586,2020-01-12-ORD,29.0,0.0,0.0,50.0,-31.0
587,2020-01-12-DTW,34.0,46.0,8.0,0.0,-15.0
588,2020-01-13-DFW,36.0,0.0,0.0,0.0,86.0
589,2020-01-13-CLE,37.0,0.0,0.0,0.0,44.5
590,2020-01-13-MCO,35.0,0.0,0.0,0.0,236.0
591,2020-01-13-MIA,62.0,0.0,0.0,0.0,253.0
592,2020-01-13-TPA,26.0,0.0,0.0,0.0,244.0
593,2020-01-13-FLL,66.0,0.0,0.0,0.0,248.0
594,2020-01-13-MSY,16.0,61.0,0.0,0.0,172.0
595,2020-01-13-HOU,32.0,61.0,0.0,0.0,141.0
596,2020-01-13-SAT,9.0,13.0,0.0,0.0,135.0
597,2020-01-13-IAH,28.0,28.0,0.0,0.0,122.0
598,2020-01-13-RDU,24.0,117.0,0.0,0.0,185.0
599,2020-01-13-DCA,18.0,0.0,0.0,0.0,97.0
600,2020-01-13-ATL,25.0,485.0,0.0,0.0,169.0
601,2020-01-13-CLT,19.0,196.0,0.0,0.0,167.0
602,2020-01-13-BNA,13.0,0.0,0.0,0.0,75.0
603,2020-01-13-AUS,11.0,20.0,0.0,0.0,119.0
604,2020-01-13-DAL,33.0,0.0,0.0,0.0,102.0
605,2020-01-13-MCI,26.0,0.0,0.0,0.0,14.5
606,2020-01-13-STL,38.0,0.0,0.0,50.0,7.0
607,2020-01-13-LGA,40.0,0.0,0.0,0.0,61.0
608,2020-01-13-EWR,29.0,0.0,0.0,0.0,61.0
609,2020-01-13-BOS,41.0,3.0,0.0,0.0,51.0
610,2020-01-13-MKE,32.0,5.0,10.0,50.0,-1.0
611,2020-01-13-MSP,38.0,25.0,25.0,100.0,-64.0
612,2020-01-13-HNL,60.0,0.0,0.0,0.0,245.0
613,2020-01-13-LAS,89.0,0.0,0.0,0.0,20.0
614,2020-01-13-LAX,25.0,0.0,0.0,0.0,134.0
615,2020-01-13-PHX,20.0,0.0,0.0,0.0,114.0
616,2020-01-13-SAN,20.0,0.0,0.0,0.0,140.0
617,2020-01-13-OAK,39.0,20.0,0.0,0.0,105.5
618,2020-01-13-SFO,31.0,13.0,0.0,0.0,106.0
619,2020-01-13-SJC,17.0,8.0,0.0,0.0,91.5
620,2020-01-13-SLC,32.0,15.0,20.0,50.0,-1.0
621,2020-01-13-PDX,31.0,46.0,0.0,0.0,42.0
622,2020-01-13-SEA,43.0,23.0,5.0,0.0,19.0
623,2020-01-13-IND,25.0,0.0,0.0,0.0,25.0
624,2020-01-13-RSW,38.0,0.0,0.0,0.0,216.5
625,2020-01-13-DEN,36.0,0.0,0.0,0.0,-2.0
626,2020-01-13-SNA,13.0,0.0,0.0,0.0,144.5
627,2020-01-13-SMF,53.0,0.0,0.0,0.0,97.5
628,2020-01-13-BWI,15.0,0.0,0.0,0.0,91.0
629,2020-01-13-IAD,14.0,0.0,0.0,0.0,77.0
630,2020-01-13-CVG,22.0,0.0,0.0,0.0,58.0
631,2020-01-13-CMH,13.0,508.0,0.0,0.0,192.0
632,2020-01-13-PHL,18.0,0.0,0.0,0.0,63.5
633,2020-01-13-JFK,31.0,0.0,0.0,0.0,68.0
634,2020-01-13-PIT,21.0,0.0,0.0,0.0,41.0
635,2020-01-13-ORD,37.0,0.0,5.0,50.0,-5.0
636,2020-01-13-DTW,26.0,3.0,8.0,0.0,-2.0
637,2020-01-14-DFW,32.0,0.0,0.0,0.0,164.0
638,2020-01-14-CLE,44.0,0.0,0.0,0.0,64.0
639,2020-01-14-MCO,21.0,0.0,0.0,0.0,225.0
640,2020-01-14-MIA,54.0,5.0,0.0,0.0,254.0
641,2020-01-14-TPA,29.0,0.0,0.0,0.0,236.0
642,2020-01-14-FLL,60.0,0.0,0.0,0.0,250.0
643,2020-01-14-MSY,26.0,0.0,0.0,0.0,219.0
644,2020-01-14-HOU,45.0,33.0,0.0,0.0,216.0
645,2020-01-14-SAT,16.0,3.0,0.0,0.0,181.0
646,2020-01-14-IAH,20.0,61.0,0.0,0.0,204.0
647,2020-01-14-RDU,24.0,86.0,0.0,0.0,184.0
648,2020-01-14-DCA,17.0,10.0,0.0,0.0,82.0
649,2020-01-14-ATL,21.0,168.0,0.0,0.0,171.0
650,2020-01-14-CLT,25.0,81.0,0.0,0.0,171.0
651,2020-01-14-BNA,19.0,160.0,0.0,0.0,137.0
652,2020-01-14-AUS,14.0,0.0,0.0,0.0,174.0
653,2020-01-14-DAL,25.0,0.0,0.0,0.0,170.0
654,2020-01-14-MCI,21.0,0.0,0.0,0.0,50.0
655,2020-01-14-STL,15.0,0.0,0.0,0.0,43.0
656,2020-01-14-LGA,30.0,18.0,0.0,0.0,51.0
657,2020-01-14-EWR,20.0,5.0,0.0,0.0,53.0
658,2020-01-14-BOS,25.0,0.0,0.0,0.0,39.0
659,2020-01-14-MKE,40.0,0.0,0.0,30.0,16.0
660,2020-01-14-MSP,41.0,3.0,0.0,130.0,-23.0
661,2020-01-14-HNL,68.0,0.0,0.0,0.0,252.0
662,2020-01-14-LAS,72.0,0.0,0.0,0.0,64.0
663,2020-01-14-LAX,23.0,0.0,0.0,0.0,129.0
664,2020-01-14-PHX,19.0,0.0,0.0,0.0,128.0
665,2020-01-14-SAN,13.0,0.0,0.0,0.0,138.0
666,2020-01-14-OAK,41.0,10.0,0.0,0.0,94.5
667,2020-01-14-SFO,43.0,3.0,0.0,0.0,113.0
668,2020-01-14-SJC,26.0,18.0,0.0,0.0,86.0
669,2020-01-14-SLC,56.0,23.0,30.0,50.0,24.0
670,2020-01-14-PDX,29.0,10.0,0.0,0.0,32.0
671,2020-01-14-SEA,47.0,3.0,13.0,0.0,-9.0
672,2020-01-14-IND,15.0,0.0,0.0,0.0,36.5
673,2020-01-14-RSW,23.0,3.0,0.0,0.0,216.5
674,2020-01-14-DEN,66.0,0.0,0.0,0.0,53.5
675,2020-01-14-SNA,10.0,0.0,0.0,0.0,136.0
676,2020-01-14-SMF,39.0,3.0,0.0,0.0,88.5
677,2020-01-14-BWI,13.0,15.0,0.0,0.0,63.0
678,2020-01-14-IAD,9.0,20.0,0.0,0.0,61.0
679,2020-01-14-CVG,28.0,0.0,0.0,0.0,71.0
680,2020-01-14-CMH,16.0,226.0,0.0,0.0,186.5
681,2020-01-14-PHL,17.0,0.0,0.0,0.0,55.5
682,2020-01-14-JFK,23.0,8.0,0.0,0.0,54.0
683,2020-01-14-PIT,23.0,0.0,0.0,0.0,45.0
684,2020-01-14-ORD,38.0,0.0,0.0,30.0,15.0
685,2020-01-14-DTW,37.0,0.0,0.0,0.0,26.0
686,2020-01-15-DFW,47.0,0.0,0.0,0.0,198.0
687,2020-01-15-CLE,32.0,10.0,0.0,0.0,58.5
688,2020-01-15-MCO,22.0,0.0,0.0,0.0,234.0
689,2020-01-15-MIA,35.0,0.0,0.0,0.0,241.0
690,2020-01-15-TPA,20.0,0.0,0.0,0.0,234.0
691,2020-01-15-FLL,42.0,0.0,0.0,0.0,234.0
692,2020-01-15-MSY,21.0,0.0,0.0,0.0,229.0
693,2020-01-15-HOU,40.0,0.0,0.0,0.0,229.0
694,2020-01-15-SAT,40.0,0.0,0.0,0.0,222.0
695,2020-01-15-IAH,31.0,0.0,0.0,0.0,229.0
696,2020-01-15-RDU,20.0,0.0,0.0,0.0,165.0
697,2020-01-15-DCA,25.0,0.0,0.0,0.0,96.0
698,2020-01-15-ATL,20.0,0.0,0.0,0.0,168.0
699,2020-01-15-CLT,12.0,0.0,0.0,0.0,158.0
700,2020-01-15-BNA,33.0,8.0,0.0,0.0,168.0
701,2020-01-15-AUS,38.0,3.0,0.0,0.0,223.0
702,2020-01-15-DAL,33.0,0.0,0.0,0.0,208.0
703,2020-01-15-MCI,44.0,0.0,0.0,0.0,11.5
704,2020-01-15-STL,40.0,3.0,0.0,0.0,85.0
705,2020-01-15-LGA,38.0,0.0,0.0,0.0,69.0
706,2020-01-15-EWR,31.0,0.0,0.0,0.0,75.0
707,2020-01-15-BOS,38.0,0.0,0.0,0.0,69.0
708,2020-01-15-MKE,31.0,3.0,0.0,0.0,3.0
709,2020-01-15-MSP,42.0,3.0,0.0,130.0,-72.0
710,2020-01-15-HNL,52.0,0.0,0.0,0.0,243.0
711,2020-01-15-LAS,44.0,0.0,0.0,0.0,36.5
712,2020-01-15-LAX,23.0,0.0,0.0,0.0,129.0
713,2020-01-15-PHX,13.0,0.0,0.0,0.0,138.0
714,2020-01-15-SAN,12.0,0.0,0.0,0.0,126.0
715,2020-01-15-OAK,23.0,0.0,0.0,0.0,72.5
716,2020-01-15-SFO,23.0,0.0,0.0,0.0,83.0
717,2020-01-15-SJC,17.0,0.0,0.0,0.0,69.5
718,2020-01-15-SLC,24.0,0.0,0.0,80.0,-23.0
719,2020-01-15-PDX,73.0,58.0,0.0,0.0,16.0
720,2020-01-15-SEA,70.0,3.0,0.0,0.0,17.0
721,2020-01-15-IND,33.0,0.0,0.0,0.0,44.5
722,2020-01-15-RSW,26.0,0.0,0.0,0.0,211.5
723,2020-01-15-DEN,47.0,0.0,0.0,0.0,3.0
724,2020-01-15-SNA,11.0,0.0,0.0,0.0,138.5
725,2020-01-15-SMF,28.0,0.0,0.0,0.0,64.0
726,2020-01-15-BWI,20.0,0.0,0.0,0.0,88.0
727,2020-01-15-IAD,19.0,0.0,0.0,0.0,84.0
728,2020-01-15-CVG,39.0,0.0,0.0,0.0,63.0
729,2020-01-15-CMH,9.0,0.0,0.0,0.0,167.0
730,2020-01-15-PHL,21.0,0.0,0.0,0.0,86.0
731,2020-01-15-JFK,42.0,0.0,0.0,0.0,76.0
732,2020-01-15-PIT,23.0,5.0,0.0,0.0,49.0
733,2020-01-15-ORD,36.0,0.0,0.0,0.0,-2.0
734,2020-01-15-DTW,22.0,8.0,0.0,0.0,20.0
735,2020-01-16-DFW,62.0,533.0,0.0,0.0,127.0
736,2020-01-16-CLE,107.0,0.0,0.0,0.0,11.5
737,2020-01-16-MCO,25.0,0.0,0.0,0.0,230.0
738,2020-01-16-MIA,22.0,0.0,0.0,0.0,232.0
739,2020-01-16-TPA,22.0,0.0,0.0,0.0,224.0
740,2020-01-16-FLL,25.0,0.0,0.0,0.0,233.0
741,2020-01-16-MSY,26.0,0.0,0.0,0.0,218.0
742,2020-01-16-HOU,36.0,0.0,0.0,0.0,210.0
743,2020-01-16-SAT,37.0,84.0,0.0,0.0,205.0
744,2020-01-16-IAH,39.0,3.0,0.0,0.0,220.0
745,2020-01-16-RDU,35.0,0.0,0.0,0.0,164.0
746,2020-01-16-DCA,76.0,0.0,0.0,0.0,105.0
747,2020-01-16-ATL,60.0,155.0,0.0,0.0,168.0
748,2020-01-16-CLT,38.0,0.0,0.0,0.0,164.0
749,2020-01-16-BNA,51.0,0.0,0.0,0.0,113.0
750,2020-01-16-AUS,37.0,89.0,0.0,0.0,188.0
751,2020-01-16-DAL,46.0,1019.0,0.0,0.0,142.0
752,2020-01-16-MCI,44.0,0.0,0.0,0.0,-71.5
753,2020-01-16-STL,43.0,0.0,0.0,0.0,-11.0
754,2020-01-16-LGA,94.0,30.0,0.0,0.0,72.0
755,2020-01-16-EWR,75.0,13.0,0.0,0.0,71.0
756,2020-01-16-BOS,68.0,25.0,0.0,0.0,55.0
757,2020-01-16-MKE,61.0,0.0,0.0,0.0,-49.0
758,2020-01-16-MSP,28.0,0.0,0.0,130.0,-184.0
759,2020-01-16-HNL,16.0,33.0,0.0,0.0,241.0
760,2020-01-16-LAS,27.0,0.0,0.0,0.0,-35.0
761,2020-01-16-LAX,26.0,66.0,0.0,0.0,133.0
762,2020-01-16-PHX,27.0,0.0,0.0,0.0,142.0
763,2020-01-16-SAN,21.0,0.0,0.0,0.0,137.0
764,2020-01-16-OAK,64.0,284.0,0.0,0.0,91.5
765,2020-01-16-SFO,50.0,183.0,0.0,0.0,99.0
766,2020-01-16-SJC,53.0,124.0,0.0,0.0,78.0
767,2020-01-16-SLC,66.0,0.0,0.0,50.0,18.0
768,2020-01-16-PDX,31.0,66.0,0.0,0.0,24.0
769,2020-01-16-SEA,45.0,0.0,0.0,0.0,51.0
770,2020-01-16-IND,58.0,0.0,0.0,0.0,-13.5
771,2020-01-16-RSW,24.0,3.0,0.0,0.0,205.5
772,2020-01-16-DEN,71.0,0.0,0.0,0.0,17.0
773,2020-01-16-SNA,23.0,3.0,0.0,0.0,136.0
774,2020-01-16-SMF,59.0,122.0,0.0,0.0,75.0
775,2020-01-16-BWI,66.0,0.0,0.0,0.0,95.0
776,2020-01-16-IAD,85.0,0.0,0.0,0.0,97.0
777,2020-01-16-CVG,64.0,0.0,0.0,0.0,49.0
778,2020-01-16-CMH,28.0,23.0,0.0,0.0,178.0
779,2020-01-16-PHL,68.0,28.0,0.0,0.0,67.0
780,2020-01-16-JFK,98.0,8.0,0.0,0.0,72.0
781,2020-01-16-PIT,85.0,10.0,13.0,0.0,50.0
782,2020-01-16-ORD,52.0,0.0,0.0,0.0,-40.0
783,2020-01-16-DTW,67.0,0.0,0.0,0.0,9.0
784,2020-01-17-DFW,33.0,71.0,0.0,0.0,98.0
785,2020-01-17-CLE,50.0,0.0,0.0,0.0,-21.0
786,2020-01-17-MCO,60.0,0.0,0.0,0.0,222.0
787,2020-01-17-MIA,50.0,30.0,0.0,0.0,235.0
788,2020-01-17-TPA,43.0,0.0,0.0,0.0,219.0
789,2020-01-17-FLL,63.0,38.0,0.0,0.0,231.0
790,2020-01-17-MSY,51.0,0.0,0.0,0.0,191.0
791,2020-01-17-HOU,55.0,10.0,0.0,0.0,190.0
792,2020-01-17-SAT,40.0,5.0,0.0,0.0,181.0
793,2020-01-17-IAH,55.0,3.0,0.0,0.0,183.0
794,2020-01-17-RDU,31.0,0.0,0.0,0.0,66.0
795,2020-01-17-DCA,61.0,0.0,0.0,0.0,23.0
796,2020-01-17-ATL,48.0,0.0,0.0,0.0,103.0
797,2020-01-17-CLT,44.0,0.0,0.0,0.0,75.0
798,2020-01-17-BNA,43.0,0.0,0.0,0.0,33.0
799,2020-01-17-AUS,17.0,28.0,0.0,0.0,135.0
800,2020-01-17-DAL,44.0,81.0,0.0,0.0,112.0
801,2020-01-17-MCI,43.0,53.0,0.0,0.0,-7.5
802,2020-01-17-STL,57.0,201.0,0.0,0.0,-27.0
803,2020-01-17-LGA,86.0,0.0,0.0,0.0,-15.0
804,2020-01-17-EWR,77.0,0.0,0.0,0.0,-12.0
805,2020-01-17-BOS,90.0,0.0,0.0,0.0,-41.0
806,2020-01-17-MKE,56.0,69.0,109.0,0.0,-81.0
807,2020-01-17-MSP,56.0,89.0,119.0,130.0,-141.0
808,2020-01-17-HNL,51.0,0.0,0.0,0.0,233.0
809,2020-01-17-LAS,106.0,0.0,0.0,0.0,0.5
810,2020-01-17-LAX,22.0,18.0,0.0,0.0,128.0
811,2020-01-17-PHX,22.0,0.0,0.0,0.0,129.0
812,2020-01-17-SAN,22.0,46.0,0.0,0.0,144.0
813,2020-01-17-OAK,25.0,0.0,0.0,0.0,83.5
814,2020-01-17-SFO,19.0,0.0,0.0,0.0,81.0
815,2020-01-17-SJC,17.0,3.0,0.0,0.0,83.0
816,2020-01-17-SLC,52.0,46.0,53.0,0.0,50.0
817,2020-01-17-PDX,43.0,48.0,0.0,0.0,23.0
818,2020-01-17-SEA,31.0,5.0,0.0,0.0,29.0
819,2020-01-17-IND,47.0,0.0,0.0,0.0,-33.0
820,2020-01-17-RSW,43.0,0.0,0.0,0.0,177.5
821,2020-01-17-DEN,54.0,0.0,0.0,0.0,28.0
822,2020-01-17-SNA,14.0,30.0,0.0,0.0,139.0
823,2020-01-17-SMF,28.0,0.0,0.0,0.0,50.0
824,2020-01-17-BWI,45.0,0.0,0.0,0.0,13.0
825,2020-01-17-IAD,57.0,0.0,0.0,0.0,10.0
826,2020-01-17-CVG,56.0,0.0,0.0,0.0,-25.0
827,2020-01-17-CMH,40.0,0.0,0.0,0.0,139.0
828,2020-01-17-PHL,68.0,0.0,0.0,0.0,-16.5
829,2020-01-17-JFK,96.0,0.0,0.0,0.0,-12.0
830,2020-01-17-PIT,37.0,5.0,13.0,30.0,-36.0
831,2020-01-17-ORD,47.0,94.0,79.0,0.0,-73.0
832,2020-01-17-DTW,30.0,0.0,0.0,0.0,-50.0
