,month,unique_carrier,carrier_group_new,sdomt_gallons,satl_gallons,spac_gallons,slat_gallons,sint_gallons,ts_gallons,tdomt_gallons,tint_gallons,total_gallons,sdomt_cost,satl_cost,spac_cost,slat_cost,sint_cost,ts_cost,tdomt_cost,tint_cost,total_cost,year
210,1,UA,3,127590604,53538012,55192482,32518620,141249114,268839718,128594032.0,141518914,270112946.0,234726719,98041019,102255125,63335233,263631377,498358096,236590640,264119815,500710455,2019
211,1,WI,2,0,0,0,0,0,0,0.0,1329432,1329432.0,0,0,0,0,0,0,0,2664398,2664398,2019
212,1,WL,1,0,0,0,0,0,0,47941.0,0,47941.0,0,0,0,0,0,0,141256,0,141256,2019
213,1,X9,2,0,0,0,0,0,0,431442.0,3654782,4086224.0,0,0,0,0,0,0,905436,10495937,11401373,2019
214,1,XP,1,0,0,0,0,0,0,2501.0,0,2501.0,0,0,0,0,0,0,8341,0,8341,2019
215,1,YV,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2019
216,1,YX,3,20121,0,0,0,0,20121,20121.0,0,20121.0,43183,0,0,0,0,43183,43183,0,43183,2019
217,1,WN,3,162877133,0,0,1789759,1789759,164666892,163091949.0,1789759,164881708.0,311257985,0,0,4071037,4071037,315329022,311660539,4071037,315731576,2019
218,1,09Q,1,0,0,0,0,0,0,484770.0,982656,1467426.0,0,0,0,0,0,0,1504939,2703344,4208283,2018
219,1,0WQ,1,0,0,0,0,0,0,38515.0,1210,39725.0,0,0,0,0,0,0,141350,4721,146071,2018
220,1,27Q,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
222,1,5V,1,309045,0,0,0,0,309045,364447.0,0,364447.0,837738,0,0,0,0,837738,987918,0,987918,2018
223,1,5X,3,39478000,11475000,17906000,3091000,32472000,71950000,39478000.0,32472000,71950000.0,79343000,22593000,34871000,6568000,64032000,143375000,79343000,64032000,143375000,2018
224,1,5Y,3,0,0,0,0,0,0,11947570.0,31103365,43050935.0,0,0,0,0,0,0,23833293,61556400,85389693,2018
225,1,8C,2,0,0,0,0,0,0,74865.0,722440,797305.0,0,0,0,0,0,0,173708,1516586,1690294,2018
226,1,9E,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
227,1,9S,2,676247,4092478,570460,0,4662938,5339185,676247.0,4662938,5339185.0,1420119,8594204,1197966,0,9792170,11212289,1420119,9792170,11212289,2018
228,1,AA,3,173505482,35052146,24241613,50238019,109531778,283037260,174171571.0,109802500,283974071.0,337146683,69965049,47361096,104353301,221679446,558826129,338396257,222238669,560634926,2018
229,1,ABX,2,44160,0,0,0,0,44160,44160.0,0,44160.0,100111,0,0,0,0,100111,100111,0,100111,2018
230,1,AS,3,56426937,0,0,1540038,1540038,57966975,56468118.0,1540038,58008156.0,121074317,0,0,3506973,3506973,124581290,121153924,3506973,124660897,2018
231,1,B6,3,53977431,0,0,12900982,12900982,66878413,53985306.0,12900982,66886288.0,114612170,0,0,27393107,27393107,142005277,114629092,27393107,142022199,2018
232,1,CP,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
233,1,DL,3,155927269,46437915,29704100,30677967,106819982,262747251,157691468.0,106874624,264566092.0,321399594,95718517,61226531,63233879,220178927,541578521,326289455,220291555,546581010,2018
234,1,EV,3,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
235,1,F9,3,19838849,0,0,2367542,2367542,22206391,19838849.0,2367542,22206391.0,38873888,0,0,4706056,4706056,43579944,38873888,4706056,43579944,2018
236,1,FX,3,56827364,13372611,21530230,1992053,36894894,93722258,58608033.0,37324100,95932133.0,113558000,27068000,42280000,4326000,73674000,187232000,117140326,74527000,191667326,2018
237,1,G4,3,13661026,0,0,0,0,13661026,14124731.0,59298,14184029.0,30199307,0,0,0,0,30199307,31266501,150033,31416534,2018
238,1,G7,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
239,1,GFQ,1,0,0,0,0,0,0,191279.0,266093,457372.0,0,0,0,0,0,0,462989,690943,1153932,2018
240,1,GL,2,0,0,0,0,0,0,363126.0,234130,597256.0,0,0,0,0,0,0,1139536,734730,1874266,2018
241,1,HA,3,15104660,0,7316195,0,7316195,22420855,15115998.0,7316195,22432193.0,29872091,0,14224772,0,14224772,44096863,29894018,14224772,44118790,2018
242,1,KAQ,2,0,0,0,0,0,0,698701.0,3118500,3817201.0,0,0,0,0,0,0,1434317,6834833,8269150,2018
243,1,KD,1,0,0,0,0,0,0,586944.0,497165,1084109.0,0,0,0,0,0,0,965656,1091841,2057497,2018
244,1,KH,1,432202,0,0,0,0,432202,432202.0,0,432202.0,863451,0,0,0,0,863451,863451,0,863451,2018
245,1,KLQ,1,0,0,0,0,0,0,89058.0,79804,168862.0,0,0,0,0,0,0,238881,217715,456596,2018
246,1,L2,1,92605,0,0,0,0,92605,168707.0,43964,212671.0,221954,0,0,0,0,221954,432443,139490,571933,2018
247,1,M6,2,0,0,0,1393584,1393584,1393584,382418.0,1450106,1832524.0,0,0,0,3054888,3054888,3054888,838302,3178790,4017092,2018
248,1,MQ,3,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
249,1,N8,1,0,0,0,0,0,0,48091.0,1065432,1113523.0,0,0,0,0,0,0,122419,2202006,2324425,2018
250,1,NC,1,359210,0,0,0,0,359210,473048.0,4327,477375.0,808844,0,0,0,0,808844,1052458,9770,1062228,2018
251,1,NK,3,29081619,0,0,2528836,2528836,31610455,29081619.0,2528836,31610455.0,63997667,0,0,5565015,5565015,69562682,63997667,5565015,69562682,2018
252,1,OH,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
253,1,OO,3,7718601,0,0,0,0,7718601,7718601.0,0,7718601.0,18509402,0,0,0,0,18509402,18509402,0,18509402,2018
254,1,PFQ,1,0,0,0,0,0,0,0.0,383900,383900.0,0,0,0,0,0,0,0,834814,834814,2018
255,1,PO,3,2702434,808761,11467813,0,12276574,14979008,2702434.0,12276574,14979008.0,5474104,1962033,21260028,0,23222061,28696165,5474104,23222061,28696165,2018
256,1,QX,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
257,1,SY,2,3173913,0,0,1374684,1374684,4548597,3605952.0,1537296,5143248.0,6516582,0,0,3175518,3175518,9692100,8392084,3553659,11945743,2018
258,1,U7,2,0,0,0,0,0,0,327303.0,15135,342438.0,0,0,0,0,0,0,667469,43725,711194,2018
259,1,UA,3,120128303,49380913,54011106,31260979,134652998,254781301,120886857.0,135095219,255982076.0,237636702,97620436,105935311,64407817,267963564,505600266,239129660,268814169,507943829,2018
260,1,WI,1,0,0,0,0,0,0,0.0,2131746,2131746.0,0,0,0,0,0,0,0,4668490,4668490,2018
261,1,WL,1,0,0,0,0,0,0,21791.0,60597,82388.0,0,0,0,0,0,0,55729,154973,210702,2018
262,1,X9,2,0,0,0,0,0,0,375924.0,2691363,3067287.0,0,0,0,0,0,0,802044,5545449,6347493,2018
263,1,XP,1,0,0,0,0,0,0,304290.0,246038,550328.0,0,0,0,0,0,0,687478,807982,1495460,2018
264,1,YV,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2018
265,1,YX,2,22451,0,0,0,0,22451,22451.0,0,22451.0,52500,0,0,0,0,52500,52500,0,52500,2018
266,1,WN,3,161138026,0,0,1834713,1834713,162972739,161332466.0,1834713,163167179.0,315017449,0,0,4296170,4296170,319313619,315397696,4296170,319693866,2018
