,distance,fl_day,week_num,departures_performed,payload,passengers,freight,air_time,aircraft_type,distance_group,arr_delay,sdomt_gallons,tdomt_gallons,sdomt_cost,tdomt_cost,Year,mkt_unique_carrier_DL,mkt_unique_carrier_UA,mkt_unique_carrier_WN,origin_city_Charlotte,origin_city_Chicago,origin_city_Dallas/Fort Worth,origin_city_Denver,origin_city_Detroit,origin_city_Houston,origin_city_Las Vegas,origin_city_Los Angeles,origin_city_Minneapolis,origin_city_New York,origin_city_Newark,origin_city_Phoenix,origin_city_San Francisco,origin_city_Seattle,origin_city_Washington,dest_city_Charlotte,dest_city_Chicago,dest_city_Dallas/Fort Worth,dest_city_Denver,dest_city_Detroit,dest_city_Houston,dest_city_Las Vegas,dest_city_Los Angeles,dest_city_Minneapolis,dest_city_New York,dest_city_Orlando,dest_city_Phoenix,dest_city_San Francisco,dest_city_Seattle,dest_city_Washington,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_overnight,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_overnight
19692,1874.0,2,2,21.0,845310.0,2687.0,3948.0,4566.0,634.0,4.0,-14.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19693,226.0,5,1,1.0,39900.0,150.0,0.0,40.0,614.0,1.0,-25.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19694,1535.0,2,4,36.0,1859390.0,5767.0,13003.5,6741.0,626.0,4.0,-16.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19700,337.0,1,3,4.0,54000.0,85.0,0.0,302.0,673.0,1.0,-25.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
19710,696.0,4,1,66.5,2334500.0,5544.0,4049.0,5923.5,616.0,2.0,115.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19711,762.0,6,3,176.5,6497795.0,22056.5,35894.5,20520.0,655.0,2.0,-18.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19714,733.0,3,5,74.5,1132400.0,4547.0,0.0,7501.0,638.0,2.0,39.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19725,547.0,1,3,88.0,1918664.0,3887.0,0.0,8181.0,673.0,2.0,-22.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19726,2218.0,2,5,19.0,932710.0,3100.0,7125.0,4659.0,888.0,5.0,-11.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
19734,1521.0,3,1,152.0,6596800.0,24339.0,46548.0,28077.0,614.0,4.0,48.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19736,602.0,6,2,46.0,1785245.0,6191.0,569.0,3718.5,614.0,2.0,-8.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19742,1744.0,4,3,39.0,1633381.0,4921.0,2566.0,9181.0,614.0,4.0,-22.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19756,1956.0,5,2,3.0,107829.0,385.0,172.0,830.0,694.0,4.0,-7.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
19761,588.0,6,1,23.5,843667.5,2697.0,1840.5,2217.5,698.0,2.0,22.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19764,1379.0,1,3,31.0,1252400.0,3983.0,707.0,4900.0,614.0,3.0,4.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19770,1055.0,0,3,111.5,4816750.0,15993.0,3474.0,16453.0,622.0,3.0,-10.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19773,1276.0,2,2,18.0,1256950.0,4147.5,1232.5,3039.5,623.0,3.0,-33.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19779,762.0,1,4,128.5,4446100.0,14855.5,12870.5,15283.0,612.0,2.0,-31.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19788,1440.0,4,2,64.5,2581250.0,8457.0,3706.0,12881.0,614.0,3.0,-10.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
19791,1389.0,3,4,1.0,52360.0,51.0,260.0,220.0,622.0,3.0,-13.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19794,862.0,2,2,27.5,1329746.0,4960.0,3514.5,3249.0,614.0,2.0,4.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19795,731.0,3,3,10.0,356000.0,1216.0,3961.0,942.0,698.0,2.0,-5.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19801,235.0,5,1,37.5,1415100.0,3267.0,1248.0,1894.5,655.0,1.0,-13.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19808,1005.0,6,1,76.5,3038000.0,9528.5,7449.0,9834.0,614.0,3.0,-19.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19816,925.0,0,3,35.5,1122515.0,3881.0,5533.5,4751.5,612.0,2.0,-26.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19841,541.0,6,4,7.0,300200.0,989.0,317.5,654.5,622.0,2.0,-5.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19843,2065.0,6,2,6.0,236956.0,815.5,111.0,1663.0,634.0,5.0,121.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19858,2248.0,5,2,4.0,373160.0,865.0,4336.0,1321.0,888.0,5.0,-31.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19861,1172.0,5,1,39.0,696540.0,2811.0,0.0,6933.0,673.0,3.0,-27.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19863,1749.0,5,2,4.0,246960.0,843.0,5.0,807.0,623.0,4.0,-3.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19869,236.0,6,2,96.0,4196260.0,13887.5,1767.5,4138.5,699.0,1.0,-1.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
19870,337.0,2,4,4.0,54000.0,85.0,0.0,302.0,673.0,1.0,-9.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19876,1635.0,5,3,5.0,587776.0,603.0,5987.0,925.0,614.0,4.0,-12.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19898,746.0,0,5,4.5,89980.5,278.5,0.0,542.0,677.0,2.0,47.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19911,862.0,2,4,19.0,780900.0,2739.5,526.0,2290.0,614.0,2.0,-21.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
19917,547.0,4,3,17.5,744200.0,1720.0,563.0,1520.5,622.0,2.0,0.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19924,731.0,1,1,71.0,2796850.0,10071.0,6345.5,8290.0,614.0,2.0,-3.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19927,957.0,2,4,23.0,1144480.0,4168.0,353.0,3119.0,694.0,2.0,112.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19937,247.0,1,1,161.0,3253810.0,9560.0,0.0,7683.0,638.0,1.0,-20.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19940,801.0,1,5,6.0,420200.0,632.0,3827.0,757.0,637.0,2.0,3.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19958,1192.0,2,1,130.0,5207900.0,16566.0,14007.0,18143.0,614.0,3.0,26.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19961,986.0,0,5,23.5,448662.0,1347.0,0.0,3566.0,677.0,2.0,-35.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19963,954.0,1,2,79.0,3213630.0,8087.0,7882.0,9890.0,614.0,2.0,13.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19974,606.0,3,4,5.0,163500.0,578.0,570.0,428.0,608.0,2.0,-5.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19993,1199.0,1,2,29.0,545200.0,1771.0,0.0,5182.0,631.0,3.0,6.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19995,931.0,1,3,36.5,1368995.0,3546.5,261.5,4333.5,608.0,2.0,22.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20006,1400.0,5,4,15.0,468492.0,1898.0,6225.0,3087.0,612.0,3.0,-17.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20011,762.0,1,1,128.5,4446100.0,14855.5,12870.5,15283.0,612.0,2.0,19.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20018,711.0,5,1,1.5,59500.0,153.0,1219.0,182.5,614.0,2.0,-26.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20020,1749.0,3,4,23.5,1253480.0,3731.0,450.5,5406.5,622.0,4.0,-12.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20021,1440.0,2,3,25.0,1045491.0,3222.0,591.0,4997.0,612.0,3.0,3.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20030,1452.0,3,4,2.0,64400.0,106.0,69.0,457.0,619.0,3.0,-3.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20056,733.0,5,1,337.0,13449660.0,38208.0,10777.0,40270.0,614.0,2.0,-7.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20057,349.0,2,1,71.5,2471500.0,6847.5,29762.5,4552.5,619.0,1.0,79.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
20067,2218.0,1,1,19.0,932710.0,3100.0,7125.0,4659.0,888.0,5.0,-14.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
20076,500.0,2,1,15.0,332920.0,728.0,0.0,1207.0,638.0,2.0,5.0,0.0,0.0,0.0,0.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20077,628.0,6,1,16.0,575676.0,1535.0,49.0,1517.0,622.0,2.0,-3.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20085,651.0,1,1,10.0,390600.0,1064.0,1.0,911.0,619.0,2.0,3.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20090,528.0,4,3,19.0,654082.0,2014.0,1703.0,1391.0,698.0,2.0,243.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20093,534.0,3,3,26.5,869760.0,2839.5,3275.5,2325.0,608.0,2.0,0.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20099,224.0,5,1,78.0,1393080.0,5556.0,0.0,3445.5,673.0,1.0,-1.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20107,1416.0,1,5,57.0,798000.0,2352.0,0.0,9768.0,673.0,3.0,-17.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
20118,852.0,3,4,21.0,775200.0,2165.0,695.0,2417.0,655.0,2.0,9.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20121,547.0,0,2,22.0,954800.0,1326.0,15.0,1646.0,614.0,2.0,-20.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
20122,719.0,1,2,31.5,1409095.0,4187.5,5262.0,3719.0,612.0,2.0,0.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20129,1773.0,3,2,27.0,2683800.0,6007.0,11591.0,6690.0,699.0,4.0,-6.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20140,907.0,0,3,42.0,1822800.0,3784.0,11928.0,5680.0,614.0,2.0,-23.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20142,1372.0,5,2,52.0,1131045.0,3525.5,0.0,10557.5,677.0,3.0,-12.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20155,1671.0,3,3,67.0,2604893.0,9836.0,4812.0,15928.0,694.0,4.0,9.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20157,1107.0,0,4,46.0,1996400.0,6452.0,22694.5,6415.0,614.0,3.0,-8.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20168,2311.0,1,5,31.0,1256850.0,4212.5,2340.0,9750.5,614.0,5.0,0.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20176,2586.0,2,2,133.0,6437200.0,10605.0,20768.0,39467.0,699.0,6.0,-10.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20178,468.0,1,3,31.0,1245800.0,3537.0,491.0,2270.0,622.0,1.0,-11.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
20180,628.0,4,1,34.5,1110900.0,3542.0,8685.0,3137.0,619.0,2.0,-22.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20181,711.0,2,4,1.5,59500.0,153.0,1219.0,182.5,614.0,2.0,26.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20187,731.0,5,2,3.0,103338.0,354.0,282.0,262.0,655.0,2.0,-14.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20188,405.0,2,1,5.5,213225.0,626.5,57.5,356.0,655.0,1.0,-12.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
20193,370.0,6,3,123.0,6346800.0,16941.0,14022.0,7125.0,699.0,1.0,-17.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20196,1589.0,2,1,3.0,124422.5,435.0,346.0,665.5,614.0,4.0,-49.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20197,541.0,2,2,17.5,692000.0,2264.0,5410.0,1366.5,699.0,2.0,-31.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
20203,651.0,1,4,26.0,996700.0,2608.0,3509.0,2295.0,694.0,2.0,2.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20206,1107.0,1,1,16.0,633550.0,1825.5,14.5,2311.0,614.0,3.0,33.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20208,1029.0,0,2,4.0,152980.0,362.0,1830.0,663.0,608.0,3.0,-22.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
20214,612.0,2,3,178.0,7172000.0,17592.0,3600.0,18236.0,614.0,2.0,-26.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20219,199.0,3,4,228.0,2280000.0,8935.0,0.0,10303.0,675.0,1.0,-2.0,54337.0,54337.0,144824.4,144824.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
20220,1620.0,3,3,6.0,260400.0,929.0,1861.0,1375.0,838.0,4.0,0.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20221,862.0,2,4,27.5,1107660.0,4034.5,8660.5,3023.5,694.0,2.0,-11.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20228,689.0,1,1,31.0,554410.0,1866.0,0.0,3544.0,631.0,2.0,45.0,6214610.8,6214610.8,12885113.2,12885113.2,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
